nama,rating,waktu,ulasan
Pengguna Google,5,2021-07-03 15:34:02,Ok
Pengguna Google,5,2021-09-23 12:23:15,Mudahnya beli pelatihan di tokopedia
Pengguna Google,5,2021-04-08 13:52:44,Aplikasi ini bagus banget
Pengguna Google,1,2024-06-03 03:05:12,Tolong dihapus ekspedisi ID Express karena lebih banyak merugikan customer dibanding menguntungkan customer
Pengguna Google,5,2023-05-02 14:09:05,mantappp
Pengguna Google,5,2021-04-13 00:25:32,"Mantap sangat membantu, belanja cukup di rumah aja"
Pengguna Google,1,2021-04-23 00:32:08,Bagus sekali
Pengguna Google,5,2022-01-07 02:18:44,bagusss
Pengguna Google,5,2022-03-04 07:20:05,luar biasa mantap
Pengguna Google,5,2022-01-13 10:36:08,baguss
Pengguna Google,2,2024-03-31 12:47:50,terlalu cepat waktu pembayaran hanya 2 menit
Pengguna Google,4,2021-08-15 04:35:43,Keren
Pengguna Google,5,2022-03-30 08:22:32,Sangat bagus
Pengguna Google,4,2021-08-15 11:19:47,"Nice, sayang kernjang tak boleh lebh dr 20 pcs"
Pengguna Google,2,2024-07-06 09:52:19,Mayan
Pengguna Google,5,2021-08-31 23:35:11,Sangat bermanfaat membantu dalam mencari macam macam kebutuhan 👍👍👍👍👍🙏
Pengguna Google,5,2022-03-28 09:52:16,Ok mntap
Pengguna Google,3,2024-04-19 11:43:44,Lambat
Pengguna Google,5,2021-11-10 16:13:58,suka belanja di Tokopedia
Pengguna Google,5,2021-11-07 15:20:26,mantap toko pedia
Pengguna Google,5,2021-06-25 15:55:29,Tokopedia memang selalu ada
Pengguna Google,1,2022-11-02 04:31:22,Kecewa sudah tidak gratis ongkir
Pengguna Google,1,2021-11-05 08:38:08,"Kok malah dituduh manipulasi transaksik, di menu pembayaran ada pilihan bebas ongkir dan bisa pilih diskon juga, udh dipilih dua²nya dan udh bayar juga malah dibatalkan karna dituduh manipulasi. Trs tarik saldonya hrs cair ke bank bkn gopay 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 R I B E T"
Pengguna Google,5,2021-05-23 13:44:11,trimakasih..tokopedia selalu jaya
Pengguna Google,5,2023-07-24 12:49:38,"Gak nyangka ada saldo dari tokopedia, alhamdulillah sangat terbantu sekali bisa buat beli barang dibawah 50K hehehe"
Pengguna Google,5,2021-11-02 02:36:23,good
Pengguna Google,5,2021-09-17 06:45:45,okeeeeee dapet dong blanja Rp 0😍🥰🥰🥰🥰
Pengguna Google,5,2022-01-01 05:24:27,Mantap aplikasi bagus buat belanja
Pengguna Google,3,2024-03-06 02:57:05,"Kalau soal urusan mainan ,model kit,gunpla,dsb..tokoped memang lengkap..cuma promo gratis ongkir nya estimasi sampenya lama banget...kalah sama lazada dan shoppe..lazada estimasi dari pemesanan paling lama 3 hari sudah sampe..tolong di perbaiki"
Pengguna Google,5,2022-06-06 16:08:15,Pola transaksinya sangat mudah dan sangat membantu bagi masyarakat pedagang maupun masyarakat konsumen. 👍👍👍
Pengguna Google,5,2023-10-26 08:29:06,snggat baik
Pengguna Google,5,2022-03-28 12:31:06,belanja aman hebat mudah dan makin hemat
Pengguna Google,1,2022-03-06 14:36:06,Gak bisa bayar di tempat ( COD ) tolong untuk aplikasi ini bisa cod yah
Pengguna Google,4,2021-04-14 06:45:43,mudah prosesnya
Pengguna Google,5,2022-05-31 11:14:36,good
Pengguna Google,4,2022-05-19 01:38:48,Biasa aja
Pengguna Google,5,2023-07-26 05:17:31,sangat membantu
Pengguna Google,5,2021-08-05 15:42:12,bagus
Pengguna Google,5,2021-05-08 13:52:08,mantap
Pengguna Google,5,2022-04-25 20:14:35,mantap
Pengguna Google,5,2021-03-26 06:05:52,Menyenangkan pembelian mudah dan merasa senang dpt ilmu baru makasih tokopedia
Pengguna Google,5,2021-12-02 09:15:09,mantap
Pengguna Google,5,2022-02-17 00:41:11,bagus banget ..membantu banget
Pengguna Google,5,2021-09-20 12:40:34,mantap
Pengguna Google,5,2022-07-16 05:23:48,oke
Pengguna Google,5,2021-11-15 18:32:59,Ok
Pengguna Google,1,2023-01-12 17:05:54,Padahal pengguna baru kok pemesanan di batalkan alasannya akun ganda
Pengguna Google,5,2022-03-11 20:03:30,mantap
Pengguna Google,5,2023-06-10 19:47:32,sangat bermanfaat
Pengguna Google,5,2022-01-13 03:11:55,mantap
Pengguna Google,5,2023-12-14 15:17:27,Download Tokopedia karna iklan Kobo kanaeru😍
Pengguna Google,5,2021-10-18 17:35:31,good
Pengguna Google,5,2022-01-25 08:04:04,joss pokoee
Pengguna Google,2,2022-11-12 00:47:02,"Yang saya cari di Tokopedia ini dulu nya banyak promo seperti cashback coin dan free ongkir yg kedua nya bisa kami nikmati sekaligus saat bertransaksi, tapi sekarang terpaksa harus pilih salah satu sehingga mikir mikir lagi lagi kalau mau belanja di Tokopedia karna kebijakan sekarang tidak seperti dulu malah makin lama koq makin pelit sama pelanggan nya. Dulu kita tertarik belanja di Tokopedia karna bnyk promo, kalau seperti ini mending belanja offline aja daripada online."
Pengguna Google,5,2022-02-28 23:59:02,Belanja online asik
Pengguna Google,4,2021-10-18 03:25:20,baik.........
Pengguna Google,1,2024-01-19 03:39:51,"Baru kali ini sih kecewa belanja online lewat tokopedia, barang belum saya terima tapi status sudah selesai dan di antar depan pintu saya cari di sekitar halaman rumah tanya tetangga juga gd yg liat ada paketan saya, gimana ini tanggung jawab nya kurir juga gd konfirmasi wa antar barang gd bukti juga barang sampai depan pintu rumah saya mohon kejelasan barang saya di mana???"
Pengguna Google,3,2021-12-08 08:04:29,baik
Pengguna Google,5,2022-04-14 01:58:51,bener bener mantul tokopedia
Pengguna Google,5,2022-02-20 06:29:34,mantapp sukses selalu tokopediaa
Pengguna Google,5,2021-07-31 08:54:24,Barang datang tepat waktu dan baik
Pengguna Google,2,2021-11-06 12:35:32,Saya udah 3kali belanja di tokped selalu pembayaran di batalkan dan pengembalian dana harus lewat atm kenapa gak bisa ke dana atau ovo biar bisa dibelanjain lagi gak harus ke atm dulu agak ribet jadinya((
Pengguna Google,5,2021-08-29 05:20:35,Belanja di tokopedia sangat puas dan banyak diskon . Tokopedia juga bekerjasama dengan Kartu Prakerja jadi membantu kami para penerima Kartu Prakerja untuk mudah mengikuti pelatihan . Banyak pula pilihan mitra yg bisa dipilih . Terimakasih tokopedia .
Pengguna Google,5,2021-08-03 08:29:27,mantap
Pengguna Google,4,2023-11-23 05:07:12,ok gercep
Pengguna Google,1,2022-11-05 14:49:42,"Masa pake promo bisa gratis ongkir percuma donk promonya, mana tinggal didesa ongkirnya mahal"
Pengguna Google,5,2021-08-10 04:52:09,Bagus
Pengguna Google,2,2021-03-29 14:51:43,"Saya sangat kecewa karena tiba"" pesanan saya di batalkan dan voucher juga hilang."
Pengguna Google,5,2022-05-23 14:54:55,Ok
Pengguna Google,4,2021-10-25 14:09:50,banyakin promo sama potongan harga terus min 🤩😻 soalnya ibuu saya senangnya kebangetan kalo dapet promo
Pengguna Google,5,2021-06-29 20:27:22,barang gratis poko nya puas banget
Pengguna Google,5,2022-01-04 05:05:21,"Top,Belanja aman dan nyaman.🤗🤗"
Pengguna Google,5,2021-04-03 03:08:28,memuaskan untuk belanja yg kita butuhkan
Pengguna Google,5,2021-12-30 09:10:07,masok
Pengguna Google,5,2024-06-15 07:50:19,beli jam tangan Boboiboy Rp 385.000 total 412500 Rp 350.000 total 42000 murah
Pengguna Google,1,2023-01-04 16:44:10,Jelek
Pengguna Google,5,2021-04-01 05:32:17,Mantap gan
Pengguna Google,5,2021-04-09 11:09:49,top
Pengguna Google,1,2021-04-16 16:44:54,Mantap
Pengguna Google,5,2021-04-02 02:44:02,Mantap
Pengguna Google,5,2022-08-25 01:27:24,"Free ongkir tgl tua minimal blanjanya ko malah naik jd 20k bukannya di turunin jd nol rupiah kaya di olshop sebelah,malah tambah mahal,manjain konsumen dong biar nmbah bnyak konsumen yg blanja di tokped,mkasih"
Pengguna Google,5,2021-08-22 05:06:13,"mantap hadiahnya, 😘🤗 makasih tokopedia"
Pengguna Google,5,2021-06-15 23:16:31,Mantap dan good
Pengguna Google,5,2022-07-29 01:15:07,wani
Pengguna Google,1,2022-12-06 13:11:57,Pembohong
Pengguna Google,5,2023-11-29 06:28:42,banyak bonusnya
Pengguna Google,5,2021-04-18 12:54:54,Mantap
Pengguna Google,5,2021-11-29 13:04:48,memuaskan
Pengguna Google,5,2021-11-10 06:28:15,Bagus
Pengguna Google,5,2022-02-05 09:59:31,sukses terus tokped
Pengguna Google,1,2022-11-20 09:34:42,"Tidak tau mengapa sering ""aplikasi tidak menanggapi"""
Pengguna Google,5,2021-03-26 23:18:48,mantap sekali aplikasi ini
Pengguna Google,1,2021-10-29 03:06:33,Gmn nih penyelesaian barang yang salah kirim
Pengguna Google,1,2024-03-14 20:13:23,Marketplace Terburuk Yang Pernah Gw Kelanal 👎
Pengguna Google,5,2024-06-21 14:45:01,"belanja disini sangat aman, jika ada kendala dalam transaksi, uang bisa kembali lagi,,,,"
Pengguna Google,5,2023-12-19 04:48:04,bagus
Pengguna Google,1,2023-06-10 02:42:50,Payah call center lelet. Tidak ada solusi
Pengguna Google,5,2023-08-07 23:37:08,bagus sangat membantu sekali
Pengguna Google,5,2024-04-23 05:44:57,mantap pokoke
Pengguna Google,5,2024-06-06 14:24:36,Suka blanja.onlen
Pengguna Google,5,2021-04-24 01:46:46,"sudah 2x pesan ditokopedia hasilnya bagus no tipu"". pertahankan"
Pengguna Google,5,2021-12-13 14:51:38,"tokopedia memang jadi andala untuk kebutuhan berbelanja , terima kasih toko pedia"
Pengguna Google,5,2024-02-09 11:19:50,"bagus, pelayanan cepat"
Pengguna Google,4,2021-09-06 05:22:31,Mantaap
Pengguna Google,5,2022-01-05 01:21:30,mudah d gunakan
Pengguna Google,4,2021-03-26 03:37:25,bagus sangat membantu
Pengguna Google,5,2023-10-29 22:15:29,Like shopping online
Pengguna Google,5,2022-03-09 12:13:58,okk mantap
Pengguna Google,5,2022-02-05 17:38:48,mantap
Pengguna Google,2,2021-08-10 17:19:33,Sukses selalu
Pengguna Google,5,2021-10-24 03:27:57,ini tokopedia sangat hebat karena ada harganya RP0 sangat hebat
Pengguna Google,1,2024-07-05 08:48:35,Klo ga niat ngasi free ongkir ga usa rekomendasi ekspedisi ga becus kerja! Komplain tokopedia care tp sistem yg jwb dan muter2 jawab ga nyambung!!! 3x sy pake kurir rekomendasi sapx smp paket stuck 7 hari dan kemarin sy datang ke gudang sapx untuk ambil paket tp liciknya sapx update tracking dg bilg kurir agung nugroho antar pesanan dan dlm 5 menit paket diterima pembeli! Kurir tdk mau antar ke rmh..paket cm dsimpan..review tdk akan sy ubah! Uninstall aj toped merugikan pembeli ini!!!!
Pengguna Google,5,2021-08-28 12:10:48,"transaksi belanja di toped sangat mudah sekali ngk perlu repot"" harus ke atm lagi. makasih toped 😘"
Pengguna Google,5,2022-02-10 11:19:34,Nice ❤️
Pengguna Google,5,2021-09-20 03:27:52,mantap
Pengguna Google,5,2021-10-05 12:53:14,saya sangat puas
Pengguna Google,4,2021-04-05 06:19:38,respon cepat
Pengguna Google,5,2022-08-03 10:23:53,good
Pengguna Google,5,2023-12-29 21:55:27,"Dari dulu sampai sekarang tidak pernah kecewa dengan aplikasi ini ... Belanja apapun selalu di proses dengan baik dan selama belanja disini saya tak pernah kecewa barang, harga, dan kualitas number one 👍👍👍"
Pengguna Google,5,2021-03-25 04:35:04,sangat membantu dalam berbisnis
Pengguna Google,5,2021-05-25 10:06:32,☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁ ☁😊😊😊😊☁😊☁ ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁
Pengguna Google,5,2021-08-03 02:21:08,#terimakasihtokopedia#
Pengguna Google,5,2022-03-03 11:31:42,mantap
Pengguna Google,4,2021-04-08 03:55:18,ok
Pengguna Google,5,2023-12-11 18:14:30,keren dan praktis
Pengguna Google,5,2021-04-23 02:51:40,seruu
Pengguna Google,1,2021-04-05 12:32:14,"Aplikasi buriq, semoga ngak maju, dan cepat tutup,"
Pengguna Google,5,2021-11-01 07:43:48,bagus bngt sukaa
Pengguna Google,5,2021-05-05 02:58:01,Bagus bnget Tokopedia memang best
Pengguna Google,5,2022-05-04 18:01:09,Ok
Pengguna Google,5,2023-05-18 01:14:10,"kemudahan transaksi, banyak promo nya... trims tokped"
Pengguna Google,5,2021-04-12 07:04:03,senang sekali
Pengguna Google,5,2021-09-20 22:55:29,aplikasi ini sangat jelek kan
Pengguna Google,5,2021-06-03 20:31:21,Ok
Pengguna Google,3,2021-10-20 11:51:01,"Macet Samsung Galaxy A32, aplikasi tertutup sendiri"
Pengguna Google,5,2021-07-13 12:56:06,Sangat membantu
Pengguna Google,5,2021-04-14 08:44:47,Kadang barang tidak sesuai dg d gambar yg kami inginkan..
Pengguna Google,5,2023-09-16 05:15:02,"Sangat Bermanfaat, Sukses Untuk Semua"
Pengguna Google,5,2022-06-13 12:08:32,mantap
Pengguna Google,1,2021-10-17 17:30:14,Katanya ada diamon gratis donlot TOKOpedia dapet diamon lalu Mana diamon sungguh memalukan Maka yg udah kalah saing sama supi bilang dong dan sama yg apk lainya
Pengguna Google,5,2021-04-30 09:35:23,Great
Pengguna Google,5,2022-01-08 10:26:29,terimakasih udah dikasih free
Pengguna Google,5,2022-06-13 15:22:54,mantap sekali
Pengguna Google,5,2021-07-17 09:50:27,Thanks tokopediaaa
Pengguna Google,5,2021-10-25 15:21:13,mantap
Pengguna Google,5,2021-11-13 16:27:08,Ibu rumah tangga
Pengguna Google,5,2021-11-16 06:41:34,Toko pedia keren
Pengguna Google,1,2022-02-18 14:39:53,"Lagi lagi dibuat kecewa sama produk palsu, padahal udah punya reputasi itu toko besar, masa kalah sama toko Abal Abal yang pakai fitur pro seler. Saya kira toko pro seler bisa diandalkan nyatanya malah bikin kecewa."
Pengguna Google,5,2021-03-25 00:51:56,keren
Pengguna Google,5,2022-04-21 11:46:53,bagus
Pengguna Google,5,2023-07-28 13:19:07,Mantap
Pengguna Google,5,2022-02-11 19:25:38,verry good
Pengguna Google,1,2023-01-19 03:37:55,Voucher pulsa gk jelas
Pengguna Google,5,2022-08-30 12:12:09,mantap
Pengguna Google,5,2021-09-05 15:43:08,Sukses terus....
Pengguna Google,5,2021-11-12 02:07:18,merasah puaaslah mantap👍
Pengguna Google,5,2023-02-08 21:28:39,ongkir betulan murah
Pengguna Google,2,2021-11-01 05:36:41,"Menyediakan kiriman instant, tapi penjual lambat banget respon, gabisa dibatalkan lagi... Kalo beli instant jelas lagi butuh banget 🤦‍♂️"
Pengguna Google,5,2022-01-26 05:27:45,Pelayanan sangat baik!
Pengguna Google,1,2022-02-28 03:41:04,Kaga suka
Pengguna Google,5,2022-11-04 05:18:36,Ok
Pengguna Google,5,2021-10-15 03:47:15,belanja ditokopedia murah bangetz
Pengguna Google,5,2022-03-31 12:30:05,Sangat bermanfaat
Pengguna Google,5,2023-11-01 13:46:25,oke
Pengguna Google,5,2024-07-19 09:56:25,Siipp
Pengguna Google,3,2021-08-19 13:54:31,Barang sampai baru bayar krna saya sudah pernah ketipu.
Pengguna Google,1,2021-04-23 04:46:53,"Sangat mengecewakan,... Kecewq beli pelatihan prakerja dari tokopedia... Benar benar mengecewakan.. Saran jangan beli di sini gaess."
Pengguna Google,5,2021-12-10 18:39:55,bagus
Pengguna Google,5,2022-01-01 06:15:20,Hdhdhdjjd emng bagus let in menarik fan vv jsjdo
Pengguna Google,5,2022-03-06 08:23:31,apk kintil
Pengguna Google,5,2021-03-27 00:36:51,"Hai Tokopedia, saya peserta prakerja dan sudah menyelesaikan pelatihan, pelatihan bagus dan sangat membantu terimakasih"
Pengguna Google,5,2022-09-14 11:23:28,Bintang 5
Pengguna Google,5,2021-10-07 13:20:17,mantap
Pengguna Google,5,2021-09-23 12:28:10,oke
Pengguna Google,5,2021-05-25 17:03:52,Mantappp
Pengguna Google,5,2024-06-19 12:57:07,Mantap
Pengguna Google,4,2021-05-24 04:01:09,Belum tau saya
Pengguna Google,5,2021-12-08 19:22:22,apk baik
Pengguna Google,1,2023-11-06 14:04:13,Kalo ada problem atau seperti barang hilang yg pernah saya alami sangat mengecewakan customer karna response admin dan seller nya LAMA BENER DAN GA ADA KETEGASAN DARI TOKOPEDIA.. saya saranin pindah apps lah udah beberapa kali ngalamin hal ini di sini...
Pengguna Google,1,2021-06-10 11:15:00,Cukup 1 bintang
Pengguna Google,4,2021-06-01 11:48:18,KK knapa saya Uda tinggal pilih metode pbayaran kok eg bisa ya KK tolong d bantu
Pengguna Google,5,2021-04-23 12:45:40,Baguss sekaliiiii👍👍👍👍
Pengguna Google,5,2022-02-24 04:58:15,Ok
Pengguna Google,5,2022-02-03 14:24:48,toko pedia asli org indonesia yg punya aku suka
Pengguna Google,5,2022-02-21 04:34:25,pokoknya sipp lah
Pengguna Google,5,2021-07-13 09:51:15,I love Tokopedia 💜❤
Pengguna Google,1,2021-04-16 23:17:08,Banyak bohongnya
Pengguna Google,3,2021-04-13 14:30:32,kenapa ya setiap buka aplikasi toped selalu lemot dan loading lama...padahal koneksi internet bagus buka olshop lain lancar aja
Pengguna Google,5,2021-04-04 12:10:03,Sangat bermanfaat
Pengguna Google,4,2021-12-20 14:17:01,bintang 4 dulu.semoga hasil memuaskan dan aplikasi selalu adakan 0% belanja wahh mantapp
Pengguna Google,5,2021-03-27 12:22:55,bagus
Pengguna Google,5,2021-10-15 13:52:08,bagus
Pengguna Google,3,2022-07-19 22:29:48,"Sering"" kasih gratis ongkir minim 20rb😁 ntar bintang *5 klo gada gratis ongkir gw ga beli"", jadi numpuk di wishlist😂. Ngikut event telur biat dapet gratis ongkir udah nunggu lama"" eh ga dapet juga"
Pengguna Google,5,2021-12-01 13:05:53,Recommended nih.. apalagi dapet gratisan buat pengguna baru🥰🤗🤗
Pengguna Google,5,2021-05-26 12:24:36,sangat bagus
Pengguna Google,4,2022-07-25 12:25:32,toped joss
Pengguna Google,5,2021-04-20 02:44:53,pembelian kelas prakerja di tokopidia cepettt bangett no ribet
Pengguna Google,5,2021-05-20 03:40:31,bagus banget
Pengguna Google,5,2022-01-24 20:04:07,sangat senang
Pengguna Google,1,2022-03-15 02:12:43,TOKOPEDIA TIDAK ADIL.
Pengguna Google,5,2022-03-22 23:07:11,cepat tepat 👌🏻
Pengguna Google,5,2021-08-05 13:48:12,Suka pesan ditoped😄🙏
Pengguna Google,1,2021-09-15 00:08:52,KecewA...
Pengguna Google,5,2021-12-04 22:44:16,"Tolong diperbaiki lagi, sering terjadi kegagalan koneksi, padahal untuk aplikasi lain bahkan streming baik-baik saja."
Pengguna Google,3,2022-08-02 12:29:43,Update kok tracking paket sll error..? Kok makin buruk?
Pengguna Google,5,2021-04-08 20:38:47,Nice
Pengguna Google,4,2022-04-30 05:17:18,mendekat lebaran kenapa promo ongkir gosend nya ga ada lagi ...
Pengguna Google,5,2022-02-06 13:47:09,klo belanja seneng banget klo di tokopedia.. banyak promonya..
Pengguna Google,5,2022-03-17 08:40:35,mantap
Pengguna Google,1,2024-06-10 09:20:27,tulisan bisa COD tapi pas dibeli ga bisa COD
Pengguna Google,1,2021-08-03 16:42:01,Di tokopedia dapat hadiah apakah bener bos ku
Pengguna Google,5,2021-04-13 15:57:02,mantap lah pokonya
Pengguna Google,5,2021-03-27 20:00:02,Good
Pengguna Google,5,2022-06-17 17:26:41,Bagus
Pengguna Google,5,2022-09-01 19:09:31,ok
Pengguna Google,1,2022-09-25 10:34:25,Saya sudah meng uninstal apk ini. Jadi tolong hapus data saya. Kalo terjadi apa2 saya gamau tau
Pengguna Google,5,2022-10-10 00:38:31,baru download langsung dpt traktiran gratis....tokped ok bingit pkoknya
Pengguna Google,5,2021-05-20 19:11:33,oke bgt marketplace tokopedia.barang bagus2
Pengguna Google,1,2021-06-18 12:03:34,"seharusnya ditingkatkan lagi udah bayar trus di batal oleh Tokopedia nya, kena s&k seharusnya ada pemberitahuan sebelum bayar, jadi kena biaya admin"
Pengguna Google,5,2021-05-25 13:06:51,Alhamdulillah lancar
Pengguna Google,5,2021-09-05 19:28:07,saya suka
Pengguna Google,5,2023-08-23 02:42:10,mamtap
Pengguna Google,5,2021-11-25 21:25:28,WOWOWWW DAEBAKK!!
Pengguna Google,5,2021-12-24 01:34:59,Setelah pakai gopay jadi lebih enak pakainya
Pengguna Google,5,2021-04-07 00:45:04,Mntul
Pengguna Google,5,2022-01-18 08:09:02,tokped juara
Pengguna Google,5,2021-09-03 04:11:10,sangat bermanfaat dan baik sekali
Pengguna Google,4,2021-12-07 08:30:31,Alternatif lapak online yg terpercaya..
Pengguna Google,5,2022-05-29 22:28:44,aplikasi jual beli yg ok
Pengguna Google,5,2021-12-06 02:53:42,mantap
Pengguna Google,4,2022-02-17 06:39:57,simple
Pengguna Google,1,2022-01-23 09:22:23,Baru download tmn bilang beli botol minumam di toko R bocor gk bisa retur hapus lagi aja deh
Pengguna Google,1,2021-04-07 04:40:44,"Ribet... Refund pengembalian pun diluar Admin yg kita bayar diGerai"" tertentu... merasa dirugikan dg proses sepihak pemesanan tanpa ada komfirmasi terlebih dahulu... sistem bobrok"
Pengguna Google,5,2021-05-07 12:48:22,Harga yg bagus
Pengguna Google,5,2021-11-20 00:00:38,asal gratis
Pengguna Google,5,2021-06-27 10:17:14,Tepat belanja online yang tepat
Pengguna Google,5,2021-06-20 23:31:40,good
Pengguna Google,5,2021-09-24 23:06:57,ok
Pengguna Google,5,2021-03-31 02:33:42,Bagus apk nya bisa beli robux ini bagus oi
Pengguna Google,5,2022-01-25 12:17:21,mantap
Pengguna Google,5,2021-05-24 10:51:16,mantap
Pengguna Google,5,2022-01-16 04:18:08,pokoknya top dehhh
